article_link,body_text,pub_date,title,clean_text,damage_level,school
http://sn4hr.org/blog/2016/08/13/government-forces-targeted-farouq-amana-school-maarata-town-idlib-governorate-august-13/,"
snhr: government warplanes and its allies’ missiles fired on farouq amana school for primary education in ma’arata town in idlib governorate, partially damaging it, august 13, 2016.
","August 13, 2016",government forces targeted farouq amana school in ma’arata town in idlib governorate in august 13,snhr government warplanes and its allies missiles fired on farouq amana school for primary education in maarata town in idlib governorate partially damaging it august  ,partially damaging,farouq amana school
http://sn4hr.org/blog/2016/08/08/opposition-forces-shelling-targeted-lana-zaino-school-halab-al-jadideh-neighborhood-aleppo-city-august-7/,"
snhr: several local made rocket shells fired on lana zaino school in halab al jadideh neighborhood in aleppo city from artillery located in area controlled by armed opposition faction, damaging its building and furniture, august 7, 2016.
","August 8, 2016","opposition forces shelling targeted lana zaino school in halab al jadideh neighborhood in aleppo city, august 7.",snhr several local made rocket shells fired on lana zaino school in halab al jadideh neighborhood in aleppo city from artillery located in area controlled by armed opposition faction damaging its building and furniture august  ,damaging,lana zaino school
http://sn4hr.org/blog/2016/08/05/government-forces-targeted-al-sakhra-school-al-saraqeb-city-idlib-governorate-august-5/,"
snhr: government warplanes and its allies’ missile fired on al sakhra school in al saraqeb city in idlib governorate, damaging it, august 5, 2016.
","August 5, 2016",government forces targeted al sakhra school in al saraqeb city in idlib governorate in august 5,snhr government warplanes and its allies missile fired on al sakhra school in al saraqeb city in idlib governorate damaging it august  ,damaging,al sakhra school
http://sn4hr.org/blog/2016/08/05/al-saeediyeh-school-al-saeediyeh-village-targeted-mortar-shell-unknown-source-idlib-governorate-august-5/,"
snhr: mortar shell fired from unknown source on al saeediyeh school in al saeediyeh village in idlib governorate, damaging it, august 5, 2016.
","August 5, 2016",al saeediyeh school in al saeediyeh village targeted by mortar shell from unknown source in idlib governorate in august 5,snhr mortar shell fired from unknown source on al saeediyeh school in al saeediyeh village in idlib governorate damaging it august  ,damaging,al saeediyeh school
http://sn4hr.org/blog/2016/08/05/government-forces-targeted-al-atareb-school-boys-al-atareb-city-aleppo-governorate-august-5/,"
snhr: government warplanes and its allies’ missiles fired on al atareb school for boys in al atareb city in aleppo governorate, august 5, 2016.
","August 5, 2016",government forces targeted al atareb school for boys in al atareb city in aleppo governorate in august 5,snhr government warplanes and its allies missiles fired on al atareb school for boys in al atareb city in aleppo governorate august  ,,al atareb school
http://sn4hr.org/blog/2016/08/02/25165/,"
snhr: government warplanes missiles fired on mohammad baidoun school in sarmin city in idlib governorate, damaging it, august 2, 2016.
","August 2, 2016",government forces targeted school in sarmin city in idlib governorate in august 2,snhr government warplanes missiles fired on mohammad baidoun school in sarmin city in idlib governorate damaging it august  ,damaging,mohammad baidoun school
http://sn4hr.org/blog/2016/08/01/armed-opposition-factiosn-targeted-high-school-al-furqan-neighborhood-aleppo-city-july-31/,"
snhr: local made rocket shells fired on industrial crafts high school in al furqan neighborhood in aleppo city, from artillery located in salah al din neighborhood controlled by armed opposition damaging it severely, july 31, 2016.
","August 1, 2016",armed opposition factiosn targeted high school in al furqan neighborhood in aleppo city in july 31,snhr local made rocket shells fired on industrial crafts high school in al furqan neighborhood in aleppo city from artillery located in salah al din neighborhood controlled by armed opposition damaging it severely july  ,severely,industrial crafts high school
http://sn4hr.org/blog/2016/07/30/russian-forces-shelling-targeted-bait-al-yasamein-school-ebeen-town-aleppo-governorate-july-30/,"
snhr: suspected russian warplanes fired several missiles near bait al yasamein school in ebeen town in aleppo governorate, damaging its building partially, july 30،2016.
","July 30, 2016","russian forces shelling targeted bait al yasamein school in ebeen town in aleppo governorate, july 30.",snhr suspected russian warplanes fired several missiles near bait al yasamein school in ebeen town in aleppo governorate damaging its building partially july ,partially,bait al yasamein school
http://sn4hr.org/blog/2016/07/30/russian-forces-shelling-targeted-yaqed-al-adas-school-yaqed-al-adas-village-aleppo-governorate-july-29/,"
snhr: suspected russian warplanes missiles fired on yaqed al adas school in yaqed al adas village in aleppo governorate, damaging it and rendering it inoperable, july 29،2016.
","July 30, 2016","russian forces shelling targeted yaqed al adas school in yaqed al adas village in aleppo governorate, july 29.",snhr suspected russian warplanes missiles fired on yaqed al adas school in yaqed al adas village in aleppo governorate damaging it and rendering it inoperable july ,inoperable,yaqed al adas school
http://sn4hr.org/blog/2016/07/30/government-forces-shelling-targeted-jomet-khashan-school-kafr-takhareem-city-idlib-governorate-july-30/,"
snhr: government warplanes missiles fired on jom’et khashan school in kafr takhareem city in idlib governorate, damaging it partially, july 30, 2016.
","July 30, 2016","government forces shelling targeted jom’et khashan school in kafr takhareem city in idlib governorate, july 30.",snhr government warplanes missiles fired on jomet khashan school in kafr takhareem city in idlib governorate damaging it partially july  ,partially,jomet khashan school
http://sn4hr.org/blog/2016/07/25/russian-forces-shelling-targeted-al-sakhour-school-andan-city-aleppo-governorate-july-24/,"
snhr: suspected russian warplanes missiles fired on al sakhour school in andan city in aleppo governorate, damaging its building severely and its fence partially, july 24،2016.
","July 25, 2016","russian forces shelling targeted al sakhour school in andan city in aleppo governorate, july 24.",snhr suspected russian warplanes missiles fired on al sakhour school in andan city in aleppo governorate damaging its building severely and its fence partially july ,severely,al sakhour school
http://sn4hr.org/blog/2016/07/20/government-forces-targeted-radwan-qadour-school-al-tamanea-town-idlib-governorate-july-20/,"
snhr: government helicopters dropped explosive cylinders on radwan qadour school in al tamanea town in idlib governorate, partially damaging it, rendering it inoperable, july 20, 2016.
","July 20, 2016",government forces targeted radwan qadour school in al tamanea town in idlib governorate in july 20,snhr government helicopters dropped explosive cylinders on radwan qadour school in al tamanea town in idlib governorate partially damaging it rendering it inoperable july  ,partially damaging,radwan qadour school
http://sn4hr.org/blog/2016/07/07/suspected-russian-forces-targeted-school-kafr-hamra-town-aleppo-governorate-july-6/,"
snhr: suspected russian warplanes missiles fired on kafr hamra al muhdatheh school in kafr hamra town in aleppo governorate, partially damaging it, july 6،2016.
","July 7, 2016",suspected russian forces targeted school in kafr hamra town in aleppo governorate in july 6,snhr suspected russian warplanes missiles fired on kafr hamra al muhdatheh school in kafr hamra town in aleppo governorate partially damaging it july ,partially damaging,kafr hamra al muhdatheh school
http://sn4hr.org/blog/2016/06/29/government-forces-targeted-yousef-taha-ghareeb-school-abarat-zahra-idlib-city-june-29/,"
snhr: government warplanes fired missiles near yousef taha ghareeb school in abarat zahra in idlib city, partially damaging its fence and its furniture, june 29،2016.
","June 29, 2016",government forces targeted yousef taha ghareeb school in abarat zahra in idlib city in june 29,snhr government warplanes fired missiles near yousef taha ghareeb school in abarat zahra in idlib city partially damaging its fence and its furniture june ,partially damaging,yousef taha ghareeb school
http://sn4hr.org/blog/2016/06/27/government-forces-targeted-school-al-mahdoom-village-aleppo-governorate-june-26/,"
snhr: government warplanes fired missiles on al mahdoom al janoubiyeh school in al mahdoum village in aleppo governorate, damaging it severely and rendering it inoperable, june 26،2016.
","June 27, 2016",government forces targeted school in al mahdoom village in aleppo governorate in june 26,snhr government warplanes fired missiles on al mahdoom al janoubiyeh school in al mahdoum village in aleppo governorate damaging it severely and rendering it inoperable june ,severely,al mahdoom al janoubiyeh school
http://sn4hr.org/blog/2016/06/26/government-forces-targeted-martyr-najeeb-al-duqus-school-al-bara-town-idlib-governorate-june-25/,"
snhr: government warplanes missiles fired on martyr najeeb al duqus school in al bara town in idlib governorate, damaging it, june 25, 2016.
","June 26, 2016",government forces targeted martyr najeeb al duqus school in al bara town in idlib governorate in june 25,snhr government warplanes missiles fired on martyr najeeb al duqus school in al bara town in idlib governorate damaging it june  ,damaging,martyr najeeb al duqus school
http://sn4hr.org/blog/2016/06/26/government-forces-targeted-school-hayan-town-idlib-governorate-june-26/,"
snhr: government forces and its allies warplanes missiles fired on hayan southern primary school in hayan town in aleppo governorate, partially damaging its building june 26،2016.
","June 26, 2016","government forces targeted a school in hayan town in aleppo governorate, june 26.",snhr government forces and its allies warplanes missiles fired on hayan southern primary school in hayan town in aleppo governorate partially damaging its building june ,partially damaging,hayan southern primary school
http://sn4hr.org/blog/2016/06/25/government-forces-shelling-targeted-primary-school-ifs-town-idlib-governorate-june-25/,"
snhr: government warplanes missiles fired on the primary school in ifs town in idlib governorate, partiality damaging it , june 25،2016.
","June 25, 2016","government forces shelling targeted the primary school in ifs town in idlib governorate, june 25.",snhr government warplanes missiles fired on the primary school in ifs town in idlib governorate partiality damaging it  june ,damaging,the primary school
http://sn4hr.org/blog/2016/06/16/government-forces-targeted-tuba-lilghuraba-school-anadan-city-aleppo-governorate-june-16/,"
snhr: government warplanes (allies) missiles fired on tuba lilghuraba school in anadan city in aleppo governorate, partially damaging its building, june 16, 2016.
","June 16, 2016",government forces targeted tuba lilghuraba school in anadan city in aleppo governorate in june 16,snhr government warplanes allies missiles fired on tuba lilghuraba school in anadan city in aleppo governorate partially damaging its building june  ,partially damaging,tuba lilghuraba school
http://sn4hr.org/blog/2016/06/15/government-forces-targeted-bassam-shawi-school-idlib-city-june-15/,"
snhr: government warplanes fired missiles near bassam shawi school in idlib city damaging the school and its furniture, june 15،2016
","June 15, 2016",government forces targeted bassam shawi school in idlib city in june 15,snhr government warplanes fired missiles near bassam shawi school in idlib city damaging the school and its furniture june ,damaging,bassam shawi school
http://sn4hr.org/blog/2016/06/12/suspected-russian-forces-targeted-high-school-qebtan-al-jabal-town-aleppo-governorate-june-12/,"
snhr: suspected russian warplanes fired missiles on high school in qebtan al jabal town in aleppo governorate, damaging it severely and partially damaging the fence, june 12, 2016.
","June 12, 2016",suspected russian forces targeted high school in qebtan al jabal town in aleppo governorate in june 12,snhr suspected russian warplanes fired missiles on high school in qebtan al jabal town in aleppo governorate damaging it severely and partially damaging the fence june  ,severely,high school
http://sn4hr.org/blog/2016/06/10/suspected-russian-forces-targeted-hasan-naana-school-hraitan-city-aleppo-governorate-june-9/,"
snhr: suspected russian warplanes fired missiles on hasan na’ana school in hraitan city in aleppo governorate, partially damaging it rendering it inoperable, june 9، 2016.
","June 10, 2016",suspected russian forces targeted hasan na’ana school in hraitan city in aleppo governorate in june 9,snhr suspected russian warplanes fired missiles on hasan naana school in hraitan city in aleppo governorate partially damaging it rendering it inoperable june  ,partially damaging,hasan naana school
http://sn4hr.org/blog/2016/06/05/government-forces-targeted-yahya-dahnein-school-idlib-city-june-5/,"
snhr: government warplanes (allies) fired missiles near yahya dahnein school in idlib city, partially damaging its fence, june 5 2016.
","June 5, 2016",government forces targeted yahya dahnein school in idlib city in june 5,snhr government warplanes allies fired missiles near yahya dahnein school in idlib city partially damaging its fence june  ,partially damaging,yahya dahnein school
http://sn4hr.org/blog/2016/06/04/government-forces-targeted-saraqib-high-school-saraqib-city-idlib-governorate-june-4/,"
snhr: government warplanes fired missiles on saraqib high school for boys in saraqib city in idlib governorate, partially damaging it, june 4، 2016.
","June 4, 2016",government forces targeted saraqib high school in saraqib city in idlib governorate in june 4,snhr government warplanes fired missiles on saraqib high school for boys in saraqib city in idlib governorate partially damaging it june  ,partially damaging,saraqib high school
http://sn4hr.org/blog/2016/05/31/government-forces-targeted-al-qazeiz-school-maaret-al-numan-city-idlib-governorate-ma-31/,"
snhr: government warplanes fired missiles near al qazeiz school in ma’aret al numan city in idlib governorate, partially damaging it and rendering it inoperable, may 31، 2016.
","May 31, 2016",government forces targeted al qazeiz school in ma’aret al numan city in idlib governorate in ma 31,snhr government warplanes fired missiles near al qazeiz school in maaret al numan city in idlib governorate partially damaging it and rendering it inoperable may  ,partially damaging,al qazeiz school
http://sn4hr.org/blog/2016/05/27/government-forces-targeted-al-senaa-school-areeha-city-idlib-governorate-may-27/,"
snhr: government warplanes missiles fired on al senaa school in areeha city in idlib governorate, damaging it, may 27, 2016.
","May 27, 2016",government forces targeted al senaa school in areeha city in idlib governorate in may 27,snhr government warplanes missiles fired on al senaa school in areeha city in idlib governorate damaging it may  ,damaging,al senaa school
http://sn4hr.org/blog/2016/05/23/suspected-russian-forces-targeted-al-zurba-primary-school-al-zurba-town-aleppo-governorate-may-23/,"
snhr: suspected russian warplanes fired missiles on al zurba primary school in al zurba town aleppo governorate, damaging it severely and rendering it inoperable, may 23 2016.
","May 23, 2016",suspected russian forces targeted al zurba primary school in al zurba town in aleppo governorate in may 23,snhr suspected russian warplanes fired missiles on al zurba primary school in al zurba town aleppo governorate damaging it severely and rendering it inoperable may  ,severely,al zurba primary school
http://sn4hr.org/blog/2016/05/17/government-forces-targeted-mutarem-primary-school-mutarem-town-idlib-governorate-may-17/,"
snhr: government warplanes fired a missile on mutarem primary school in mutarem town in idlib governorate, partially damaging its fence, may 17, 2016.
","May 17, 2016",government forces targeted mutarem primary school in mutarem town in idlib governorate in may 17,snhr government warplanes fired a missile on mutarem primary school in mutarem town in idlib governorate partially damaging its fence may  ,partially damaging,mutarem primary school
http://sn4hr.org/blog/2016/05/12/government-forces-targeted-thei-qar-school-ibn-khaldoun-neighborhood-raqqaz-city-may-11/,"
snhr: government warplanes targeted thei qar school in ibn khaldoun neighborhood in raqqa city, partially damaging it, may 11, 2016.
","May 12, 2016",government forces targeted thei qar school in ibn khaldoun neighborhood in raqqaz city in may 11,snhr government warplanes targeted thei qar school in ibn khaldoun neighborhood in raqqa city partially damaging it may  ,partially damaging,thei qar school
http://sn4hr.org/blog/2016/05/09/isis-targeted-adnan-al-malki-school-al-joura-neighborhood-deir-ez-zour-city-may-8/,"
snhr: isis artillery fired mortar shells fired on adnan al malki school in al joura neighborhood in deir ez-zour city, damaging its door and fence, may 8, 2016.
","May 9, 2016",isis targeted adnan al malki school in al joura neighborhood in deir ez-zour city in may 8,snhr isis artillery fired mortar shells fired on adnan al malki school in al joura neighborhood in deir ezzour city damaging its door and fence may  ,damaging,adnan al malki school
http://sn4hr.org/blog/2016/05/05/government-forces-targeted-balqeis-school-raqqa-city-may-3/,"
snhr: government warplanes fired missiles on balqeis school in raqqa city, partially destroying it, and rendering it inoperable, may 3, 2016.
","May 5, 2016",government forces targeted balqeis school in raqqa city in may 3,snhr government warplanes fired missiles on balqeis school in raqqa city partially destroying it and rendering it inoperable may  ,partially,balqeis school
http://sn4hr.org/blog/2016/04/26/armed-opposition-targeted-al-mamoun-high-school-al-jameiliyeh-neighborhood-aleppo-city-april-25/,"
snhr: local made rocket-shells fired from artillery located in bustan al qaser controlled by armed opposition on al mamoun high school in al jameiliyeh neighborhood in aleppo city, damaging it, april 25, 2016.
","April 26, 2016",armed opposition targeted al mamoun high school in al jameiliyeh neighborhood in aleppo city in april 25,snhr local made rocketshells fired from artillery located in bustan al qaser controlled by armed opposition on al mamoun high school in al jameiliyeh neighborhood in aleppo city damaging it april  ,damaging,al mamoun high school
http://sn4hr.org/blog/2016/04/24/armed-opposition-factions-targeted-al-talea-al-arabiya-school-al-nile-street-aleppo-city-april-23/,"
snhr: local made rocket shells fired from bani zaid neighborhood controlled by armed opposition factions on al talea al arabiya school in nile street neighborhood in aleppo city, damaging the school and partially destroying its fence, april 23, 2016.
","April 24, 2016",armed opposition factions targeted al talea al arabiya school in al nile street in aleppo city in april 23,snhr local made rocket shells fired from bani zaid neighborhood controlled by armed opposition factions on al talea al arabiya school in nile street neighborhood in aleppo city damaging the school and partially destroying its fence april  ,partially,al talea al arabiya school
http://sn4hr.org/blog/2016/04/20/regime-forces-targeted-salim-mala-school-jisr-al-shoughour-city-idlib-governorate-april-19/,"
snhr: regime warplanes fired missiles on salim mala school in jisr al soughour city in idlib governorate, partially damaging it, april 19, 2016.
","April 20, 2016",regime forces targeted salim mala school in jisr al shoughour city in idlib governorate in april 19,snhr regime warplanes fired missiles on salim mala school in jisr al soughour city in idlib governorate partially damaging it april  ,partially damaging,salim mala school
http://sn4hr.org/blog/2016/04/15/regime-forces-targeted-al-rashid-school-adnan-al-malki-street-raqqa-city-april-14/,"
snhr: regime warplanes fired missiles on al rashid school in adnan al malkli street in raqqa city, partially damaging its building and fence, april 14, 2016.
","April 15, 2016",regime forces targeted al rashid school in adnan al malki street in raqqa city in april 14,snhr regime warplanes fired missiles on al rashid school in adnan al malkli street in raqqa city partially damaging its building and fence april  ,partially damaging,al rashid school
http://sn4hr.org/blog/2016/04/13/20544/,"
snhr: regime warplanes fired missiles on a school in al dumair city in damascus suburbs, partially damaging its building, april 13, 2016.
","April 13, 2016",regime forces targeted school in al dumair city in damascus suburbs in april 13,snhr regime warplanes fired missiles on a school in al dumair city in damascus suburbs partially damaging its building april  ,partially damaging,a school
http://sn4hr.org/blog/2016/04/09/20399/,"
snhr: regime warplanes fired missiles on sena’a high school in al atareb city in aleppo governorate, damaging the school building and partially damaging its fence, april 8, 2016.
","April 9, 2016",regime forces targeted sena’a high school in al atareb in aleppo governorate in april 8,snhr regime warplanes fired missiles on senaa high school in al atareb city in aleppo governorate damaging the school building and partially damaging its fence april  ,partially damaging,senaa high school
http://sn4hr.org/blog/2016/04/06/20121/,"
snhr: regime warplanes missiles fired on high school in al dumair city in damascus suburbs, partially damaging it, april 5, 2016.
","April 6, 2016",regime forces targeted high school in al dumair city in damascus suburbs in april 5,snhr regime warplanes missiles fired on high school in al dumair city in damascus suburbs partially damaging it april  ,partially damaging,high school
http://sn4hr.org/blog/2016/04/05/20069/,"
snhr: regime warplanes fired missiles on al senaa school in al ruwaida neighborhood in al boulayl town in deir ez-zour governorate, causing severe destruction and rendering it inoperable, april 4, 2016.
","April 5, 2016",regime forces targeted school in al ruwaida neighborhood in al boulayl town in deir ez-zour governorate in april 4,snhr regime warplanes fired missiles on al senaa school in al ruwaida neighborhood in al boulayl town in deir ezzour governorate causing severe destruction and rendering it inoperable april  ,inoperable,al senaa school
http://sn4hr.org/blog/2016/03/19/19594/,"
snhr: regime warplanes fired missiles on rabea al adwiyeh school in raqqa city, march 18, 2016.
","March 19, 2016",regime forces targeted rabea al adwiyeh school in raqqa city in march 18,snhr regime warplanes fired missiles on rabea al adwiyeh school in raqqa city march  ,,rabea al adwiyeh school
http://sn4hr.org/blog/2016/03/08/19210/,"
snhr: isis artillery fired mortar shells near zaki al arsouzi school in al qusour neighborhood in deir ez-zour city, damaging the school, march 7, 2016.
","March 8, 2016",isis artillery targeted zaki al arsouzi school in al qusour neighborhood in deir ez-zour city in march 7,snhr isis artillery fired mortar shells near zaki al arsouzi school in al qusour neighborhood in deir ezzour city damaging the school march  ,damaging,zaki al arsouzi school
http://sn4hr.org/blog/2016/03/07/19206/,"
snhr: isis artillery fired mortar shells near adnan al malki school in al qusour neighborhood in deir ez-zour city, damaging the school and its fence, march 7, 2016.
","March 7, 2016",isis artillery targeted adnan al malki school in al qusour neighborhood in deir ez-zour city in march 7,snhr isis artillery fired mortar shells near adnan al malki school in al qusour neighborhood in deir ezzour city damaging the school and its fence march  ,damaging,adnan al malki school
http://sn4hr.org/blog/2016/02/22/18768/,"
snhr: isis artillery fired mortar shells on elias harb school in al qusour neighborhood in deir ez-zour governorate, damaging its building, february 21, 2016.
","February 22, 2016",isis artillery targeted elias harb school in al qusour neighborhood in deir ez-zour governorate in february 21,snhr isis artillery fired mortar shells on elias harb school in al qusour neighborhood in deir ezzour governorate damaging its building february  ,damaging,elias harb school
http://sn4hr.org/blog/2016/02/18/18587/,"
snhr: regime warplanes fired missiles near hafeth bayazeid school in taftanaz town in idlib governorate, damaging the school, february 17, 2016.
","February 18, 2016",regime forces targeted hafeth bayazeid school in taftanaz town in idlib governorate in february 17,snhr regime warplanes fired missiles near hafeth bayazeid school in taftanaz town in idlib governorate damaging the school february  ,damaging,hafeth bayazeid school
http://sn4hr.org/blog/2016/02/16/18527/,"
snhr: suspected russian warplanes fired missiles on a school sheltering displaced in kaljabrein town in aleppo governorate, causing a massacre, damaging it severely, february 15, 2016.
","February 16, 2016",suspected russian forces targeted school in kaljabrein town in aleppo governorate in february 15,snhr suspected russian warplanes fired missiles on a school sheltering displaced in kaljabrein town in aleppo governorate causing a massacre damaging it severely february  ,severely,a school
http://sn4hr.org/blog/2016/02/15/18495/,"
snhr: regime warplanes fired missiles on primary school in owrm al kubra town in aleppo governorate, partially destroying its building, february 15, 2016.
","February 15, 2016",regime forces targeted school in owrm al kubra town in aleppo governorate in february 15,snhr regime warplanes fired missiles on primary school in owrm al kubra town in aleppo governorate partially destroying its building february  ,partially,primary school
http://sn4hr.org/blog/2016/02/10/18181/,"
snhr; regime warplanes missiles fired on martyr kamel atro school in hayan town in aleppo governorate, partially destroying it, february 10, 2016
","February 10, 2016",regime forces targeted martyr kamel atro school in hayan town in aleppo in february 10,snhr regime warplanes missiles fired on martyr kamel atro school in hayan town in aleppo governorate partially destroying it february  ,partially,martyr kamel atro school
http://sn4hr.org/blog/2016/02/03/17862/,"
snhr: suspected russian warplanes fired missiles on ahmad kamel atro school in hayan town in aleppo governorate, partially damaging its building, february 2, 2016.
","February 3, 2016",suspected russian warplanes targeted ahmad kamel atro school in hayan town in aleppo governorate in february 2,snhr suspected russian warplanes fired missiles on ahmad kamel atro school in hayan town in aleppo governorate partially damaging its building february  ,partially damaging,ahmad kamel atro school
http://sn4hr.org/blog/2016/02/02/17827/,"
snhr: suspected russian warplanes fired missiles on the primary school in hraitan city in aleppo governorate, partially damaging it and turning it out of service, february 2, 2016.
","February 2, 2016",suspected russian warplanes targeted primary school in hraitan city in aleppo governorate in february 2,snhr suspected russian warplanes fired missiles on the primary school in hraitan city in aleppo governorate partially damaging it and turning it out of service february  ,partially damaging,the primary school
http://sn4hr.org/blog/2016/02/02/17820/,"
snhr: suspected russian warplanes fired missiles on bayanoon high school for girls in bayanoon town in aleppo governorate, partially damaging its building, february 1, 2016.
","February 2, 2016",suspected russian warplanes targeted bayanoon high school for girls in bayanoon town in aleppo governorate in february 1,snhr suspected russian warplanes fired missiles on bayanoon high school for girls in bayanoon town in aleppo governorate partially damaging its building february  ,partially damaging,bayanoon high school
http://sn4hr.org/blog/2016/02/01/17751/,"
snhr: regime artillery fired shells on school in baqein town in damascus suburbs, wounding at least 7 students, and damaging the school yard, february 1, 2016.
","February 1, 2016",regime forces targeted school in baqein town in damascus suburbs in february 1,snhr regime artillery fired shells on school in baqein town in damascus suburbs wounding at least  students and damaging the school yard february  ,damaging,school
http://sn4hr.org/blog/2016/01/30/17712/,"
snhr: regime warplanes missiles fired on a school in nawa city in daraa governorate, partially damaging it, january 30, 2016.
","January 30, 2016",regime forces targeted school in nawa city in daraa governorate in january 30,snhr regime warplanes missiles fired on a school in nawa city in daraa governorate partially damaging it january  ,partially damaging,a school
http://sn4hr.org/blog/2016/01/26/16877/,"
snhr: regime warplanes fired missiles on al gharbiyeh school in kaltta village in raqqa governorate, partially damaging it, january 25, 2016.
","January 26, 2016",regime forces targeted al gharbiyeh school in kaltta village in raqqa governorate in january 25.,snhr regime warplanes fired missiles on al gharbiyeh school in kaltta village in raqqa governorate partially damaging it january  ,partially damaging,al gharbiyeh school
http://sn4hr.org/blog/2016/01/24/16835/,"
snhr: isis artillery fired mortar shells on elias harb school in al qusour neighborhood in deir ez-zour governorate, damaging the school, january 24, 2016.
","January 24, 2016",isis artillery targeted elias harb school in al qusour neighborhood in deir ez-zour in january 24,snhr isis artillery fired mortar shells on elias harb school in al qusour neighborhood in deir ezzour governorate damaging the school january  ,damaging,elias harb school
http://sn4hr.org/blog/2016/01/21/16746/,"
snhr: suspected russian warplanes fired 2 missiles on a school al qasabi village in deir ez-zour governorate, partially damaging it, january 20, 2016.
","January 21, 2016",suspected russian warplanes targeted school in al qasabi village in deir ez-zour governorate in january 20,snhr suspected russian warplanes fired  missiles on a school al qasabi village in deir ezzour governorate partially damaging it january  ,partially damaging,a school
http://sn4hr.org/blog/2016/01/13/16433/,"
snhr: suspected russian warplanes fired several missiles near hayan high school for boys in hayan town in aleppo governorate, damaging its building and fence, january 12, 2016.
","January 13, 2016",suspected russian warplanes targeted hayan high school for boys in hayan town in aleppo governorate in january 12,snhr suspected russian warplanes fired several missiles near hayan high school for boys in hayan town in aleppo governorate damaging its building and fence january  ,damaging,hayan high school
http://sn4hr.org/blog/2016/01/12/16356/,"
snhr: suspected russian warplanes fired a missile on high school east of anjara town in aleppo governorate, damaging the school severely, january 11, 2016.
","January 12, 2016",suspected russian warplanes targeted high school in anjara town in aleppo in january 11,snhr suspected russian warplanes fired a missile on high school east of anjara town in aleppo governorate damaging the school severely january  ,severely,high school
http://sn4hr.org/blog/2016/01/11/16345/,"
snhr: suspected russian warplanes fired a missile on a primary school south of anjara town in aleppo governorate, damaging the school severely and partially destroying its fence, january 11, 2016.
","January 11, 2016",suspected russian warplanes targeted primary school in anjara town in aleppo in january 11,snhr suspected russian warplanes fired a missile on a primary school south of anjara town in aleppo governorate damaging the school severely and partially destroying its fence january  ,severely,a primary school
http://sn4hr.org/blog/2015/12/27/15984/,"
snhr: regime warplanes fired missiles on qaser al heir school in palmyra city in homs governorate, damaging it almost completely, december 27, 2015.
","December 27, 2015",regime forces targeted qaser al heir school in palmyra city in homs governorate in december 27,snhr regime warplanes fired missiles on qaser al heir school in palmyra city in homs governorate damaging it almost completely december  ,completely,qaser al heir school
http://sn4hr.org/blog/2015/12/26/15965/,"
snhr: regime warplanes fired missiles on thi qar school in jerjnaz town in idlib governorate, damaging its building severely and partially damaging its fence, december 26, 2015.
","December 26, 2015",regime forces targeted thi qar school in jerjnaz town in idlib governorate in december 26,snhr regime warplanes fired missiles on thi qar school in jerjnaz town in idlib governorate damaging its building severely and partially damaging its fence december  ,severely,thi qar school
http://sn4hr.org/blog/2015/12/24/15893/,"
snhr: regime artillery fired missiles on a school in douma city in rif dimashq governorate, partially damaging its building, december 24, 2015.
","December 24, 2015",regime forces targeted a school in douma city in rif dimashq governorate in december 24,snhr regime artillery fired missiles on a school in douma city in rif dimashq governorate partially damaging its building december  ,partially damaging,a school
http://sn4hr.org/blog/2015/12/24/15868/,"
snhr: regime warplanes fired missiles on zakria al akta school in jisr al shoughour city in idlib governorate, partially damaging its building, december 23, 2015.
","December 24, 2015","regime forces targeted zakria al akta school in jisr al shoughour city in idlib governorate, december 23",snhr regime warplanes fired missiles on zakria al akta school in jisr al shoughour city in idlib governorate partially damaging its building december  ,partially damaging,zakria al akta school
http://sn4hr.org/blog/2015/12/23/15853/,"
snhr: alleged russian warplanes fired missiles on hasan na’ana school in hraitan city in aleppo governorate, damaging the school and its fence, december 23, 2015.
","December 23, 2015",russian forces targeted hasan al na’ana school in hraitan city in aleppo governorate in december 23,snhr alleged russian warplanes fired missiles on hasan naana school in hraitan city in aleppo governorate damaging the school and its fence december  ,damaging,hasan naana school
http://sn4hr.org/blog/2015/12/22/15809/,"
snhr: isis artillery targeted by mortar shells tshreen school for girls in harabesh neighborhood in deir ez-zour city, december 22, 2015.
","December 22, 2015",isis artillery targeted tshreen school for girls in harabesh neighborhood in deir ez-zour in december 22,snhr isis artillery targeted by mortar shells tshreen school for girls in harabesh neighborhood in deir ezzour city december  ,,by mortar shells tshreen school
http://sn4hr.org/blog/2015/12/18/15683/,"
snhr: alleged russian warplanes fired missiles on ghazi barho al khuder school in ezaz city in aleppo governorate, damaging it, december 17 ,2015.
","December 18, 2015",alleged russian warplanes targeted ghazi barho al khuder school in ezaz city in aleppo governorate in december 17,snhr alleged russian warplanes fired missiles on ghazi barho al khuder school in ezaz city in aleppo governorate damaging it december  ,damaging,ghazi barho al khuder school
http://sn4hr.org/blog/2015/12/13/15569/,"
snhr: regime warplanes fired several missiles on ghazi primary school in duma city in rif dimashq governorate, causing a massacre, damaging it, december 12, 2015.
","December 13, 2015",regime forces targeted ghazi primary school in duma city in rif dimashq governorate in december 12,snhr regime warplanes fired several missiles on ghazi primary school in duma city in rif dimashq governorate causing a massacre damaging it december  ,damaging,ghazi primary school
